original_price,discount_percent,item_category,campaign_type,channel,hour_of_day,day_of_week,days_since_first_event,user_product_view_count,user_product_purchase_count,user_product_interaction_count,user_activity_count,item_popularity,conversion_probability,converted_predicted,user_pseudo_id,item_id
48.31,70,Apparel,Category-Specific,Push Notification,18,Sunday,30,1,0,1,26,62,0.67445636,1,user_1458,item_184
306.28,50,Home,Category-Specific,Social Media,19,Tuesday,18,1,0,1,27,60,0.6918634,1,user_1686,item_285
296.7,10,Toys,First-Time Buyer,On-site Banner,21,Thursday,47,0,0,0,25,47,0.28229588,0,user_194,item_841
413.17,50,Books,Flash Sale,Push Notification,13,Thursday,19,0,0,0,27,52,0.7688403,1,user_1845,item_263
421.61,30,Automotive,First-Time Buyer,On-site Banner,14,Wednesday,40,0,0,0,29,55,0.21142597,0,user_1638,item_716
339.95,0,Automotive,Abandoned Cart Recovery,Referral,12,Sunday,2,1,0,1,37,60,0.42395917,0,user_746,item_638
219.23,10,Footwear,Flash Sale,Push Notification,11,Wednesday,5,1,0,1,25,63,0.41519657,0,user_1183,item_763
232.6,50,Beauty,Category-Specific,Referral,20,Tuesday,4,1,0,1,26,57,0.6613431,1,user_1419,item_279
226.52,0,Automotive,Category-Specific,Social Media,15,Thursday,31,0,0,0,29,58,0.3250608,0,user_745,item_398
112.45,0,Grocery,Generic,Email,19,Saturday,0,1,0,1,22,59,0.15050295,0,user_1489,item_77
161.72,10,Sports,Category-Specific,Social Media,19,Thursday,54,1,0,1,21,58,0.1944471,0,user_1332,item_363
297.31,10,Sports,Flash Sale,Email,10,Saturday,52,0,0,0,21,34,0.19289641,0,user_1405,item_454
296.01,10,Apparel,Category-Specific,Referral,15,Tuesday,18,0,0,0,22,57,0.38790467,0,user_1650,item_586
354.66,50,Sports,Flash Sale,Push Notification,10,Saturday,53,0,0,0,26,59,0.88367206,1,user_985,item_4
157.57,0,Sports,Generic,Referral,11,Friday,50,0,0,0,25,55,0.35798436,0,user_579,item_869
397.44,20,Beauty,Flash Sale,Referral,15,Thursday,13,1,0,1,25,44,0.3996802,0,user_1679,item_595
273.88,0,Books,Generic,Social Media,11,Friday,20,1,0,1,30,49,0.21837704,0,user_1928,item_540
290.4,20,Electronics,Category-Specific,Referral,9,Tuesday,52,1,0,1,22,42,0.300993,0,user_925,item_467
320.64,50,Books,First-Time Buyer,Social Media,11,Wednesday,40,0,0,0,28,44,0.7679946,1,user_1895,item_881
84.86,20,Footwear,Flash Sale,Referral,11,Wednesday,54,1,0,1,24,56,0.47116444,0,user_119,item_2
348.84,10,Beauty,Abandoned Cart Recovery,Social Media,14,Sunday,57,0,0,0,34,48,0.3717868,0,user_1786,item_278
421.21,0,Grocery,Category-Specific,Push Notification,16,Wednesday,54,1,0,1,25,55,0.34227034,0,user_693,item_674
221.14,30,Grocery,Generic,Social Media,8,Wednesday,54,0,0,0,27,52,0.4062913,0,user_1503,item_858
73.73,10,Sports,Generic,Referral,12,Saturday,49,1,0,1,19,56,0.28325358,0,user_344,item_936
20.01,70,Grocery,Generic,Social Media,17,Thursday,40,0,0,0,20,41,0.76619846,1,user_1096,item_680
262.75,10,Electronics,Category-Specific,Referral,10,Tuesday,44,0,0,0,20,54,0.31358957,0,user_629,item_918
310.39,70,Toys,Generic,Social Media,19,Saturday,29,1,0,1,15,58,0.3721598,0,user_1714,item_997
243.26,50,Home,Abandoned Cart Recovery,Social Media,15,Monday,10,1,0,1,20,34,0.79982644,1,user_1905,item_565
238.56,10,Apparel,Category-Specific,Referral,8,Friday,14,0,0,0,24,67,0.40197268,0,user_811,item_293
237.34,50,Beauty,Generic,On-site Banner,8,Wednesday,47,0,0,0,26,52,0.7325374,1,user_16,item_423
211.4,30,Home,Flash Sale,Push Notification,11,Wednesday,17,0,0,0,25,46,0.45310685,0,user_1652,item_785
155.25,20,Books,Category-Specific,On-site Banner,16,Friday,0,1,0,1,30,61,0.33011577,0,user_1537,item_576
482.44,30,Footwear,Flash Sale,Social Media,8,Sunday,23,1,0,1,34,41,0.15913503,0,user_1538,item_680
485.21,30,Books,First-Time Buyer,On-site Banner,14,Friday,6,1,0,1,27,35,0.09752465,0,user_951,item_42
268.95,30,Toys,First-Time Buyer,Push Notification,13,Tuesday,4,1,0,1,27,60,0.18880363,0,user_749,item_285
295.33,20,Home,Abandoned Cart Recovery,On-site Banner,16,Tuesday,4,1,0,1,30,40,0.17510222,0,user_293,item_270
46.72,20,Sports,Abandoned Cart Recovery,On-site Banner,21,Thursday,40,1,0,1,26,50,0.27778304,0,user_1864,item_765
100.65,30,Home,Generic,Email,14,Wednesday,53,1,0,1,34,47,0.40758604,0,user_242,item_581
495.07,10,Home,Category-Specific,Email,8,Thursday,32,1,0,1,24,39,0.181215,0,user_1033,item_745
395.05,30,Automotive,Flash Sale,Push Notification,17,Monday,37,0,0,0,23,45,0.39760908,0,user_969,item_987
135.56,30,Toys,Category-Specific,Email,18,Saturday,8,1,0,1,31,54,0.22247343,0,user_1030,item_967
367.69,50,Automotive,Abandoned Cart Recovery,On-site Banner,19,Sunday,0,0,0,0,21,58,0.41719216,0,user_1550,item_530
70.68,0,Books,Category-Specific,Social Media,17,Monday,38,0,0,0,23,56,0.19397762,0,user_1415,item_115
40.3,10,Apparel,Category-Specific,Email,9,Thursday,20,1,0,1,28,48,0.27833897,0,user_58,item_629
456.85,10,Electronics,Category-Specific,Email,21,Sunday,26,0,0,0,17,50,0.49649566,0,user_148,item_686
119.74,20,Sports,First-Time Buyer,Social Media,15,Sunday,16,0,0,0,22,45,0.34276313,0,user_1900,item_942
406.43,30,Electronics,Category-Specific,Social Media,21,Monday,18,0,0,0,30,41,0.2544866,0,user_1601,item_847
404.74,50,Beauty,Generic,Social Media,13,Wednesday,46,1,0,1,36,51,0.5764634,1,user_522,item_46
175.58,10,Toys,Abandoned Cart Recovery,Social Media,20,Friday,14,0,0,0,20,64,0.48885778,0,user_300,item_566
202.81,50,Apparel,Category-Specific,Social Media,21,Saturday,14,0,0,0,26,51,0.7900127,1,user_637,item_479
203.43,0,Home,Category-Specific,Email,8,Thursday,54,1,0,1,32,45,0.49952033,0,user_834,item_98
155.27,10,Books,Abandoned Cart Recovery,Social Media,9,Friday,11,0,1,1,31,47,0.5106082,1,user_122,item_292
333.42,0,Grocery,Generic,Push Notification,11,Friday,1,1,0,1,24,58,0.20993686,0,user_1908,item_742
248.48,0,Books,Category-Specific,Referral,9,Tuesday,29,1,0,1,23,50,0.26953575,0,user_303,item_883
476.66,20,Electronics,Category-Specific,Social Media,18,Thursday,47,1,0,1,24,47,0.56992155,1,user_1694,item_714
205.75,10,Books,First-Time Buyer,On-site Banner,21,Tuesday,1,0,0,0,20,49,0.30552837,0,user_1185,item_970
155.0,50,Footwear,First-Time Buyer,Referral,21,Wednesday,0,1,0,1,23,50,0.6133148,1,user_1938,item_988
482.96,10,Footwear,Flash Sale,Social Media,14,Wednesday,46,0,0,0,29,42,0.23362005,0,user_828,item_73
330.04,0,Books,Flash Sale,Push Notification,15,Thursday,27,0,0,0,27,50,0.39342707,0,user_1000,item_802
203.78,20,Electronics,Category-Specific,On-site Banner,13,Friday,47,1,0,1,32,53,0.2853686,0,user_74,item_623
332.27,10,Automotive,Category-Specific,Social Media,10,Tuesday,4,0,0,0,25,43,0.46247724,0,user_1520,item_435
53.92,30,Electronics,Category-Specific,Referral,8,Tuesday,43,0,0,0,28,67,0.093847305,0,user_881,item_69
399.87,50,Electronics,Category-Specific,Social Media,16,Sunday,7,0,0,0,23,58,0.81323093,1,user_1064,item_294
123.78,0,Books,Abandoned Cart Recovery,Social Media,9,Friday,20,0,1,1,22,64,0.11181732,0,user_203,item_939
389.97,0,Grocery,Flash Sale,On-site Banner,18,Wednesday,12,0,0,0,22,55,0.28130767,0,user_1792,item_974
262.02,30,Beauty,Abandoned Cart Recovery,Social Media,17,Monday,0,2,0,2,23,47,0.26916978,0,user_832,item_71
372.2,30,Beauty,First-Time Buyer,On-site Banner,10,Wednesday,7,0,1,1,33,64,0.30965665,0,user_1594,item_939
49.06,10,Footwear,First-Time Buyer,On-site Banner,13,Saturday,19,0,0,0,17,50,0.30115843,0,user_1032,item_888
98.49,10,Automotive,Flash Sale,Social Media,15,Saturday,35,0,0,0,19,42,0.29092482,0,user_1562,item_449
471.74,0,Home,Category-Specific,On-site Banner,21,Friday,0,1,0,1,19,49,0.16457795,0,user_942,item_823
343.43,50,Apparel,Category-Specific,Referral,18,Thursday,11,0,0,0,29,44,0.8777558,1,user_539,item_922
144.2,20,Sports,Category-Specific,On-site Banner,8,Friday,5,0,0,0,19,41,0.4192153,0,user_1383,item_776
224.55,70,Sports,Flash Sale,Email,14,Wednesday,18,1,0,1,30,56,0.8530919,1,user_1607,item_460
380.2,10,Grocery,Abandoned Cart Recovery,Email,11,Tuesday,21,0,0,0,25,41,0.20154504,0,user_1853,item_41
385.61,10,Grocery,Flash Sale,Referral,19,Saturday,19,0,0,0,17,50,0.2910246,0,user_928,item_765
371.53,0,Apparel,Category-Specific,On-site Banner,13,Sunday,26,1,0,1,26,56,0.3180707,0,user_1224,item_884
210.79,10,Electronics,Category-Specific,Email,17,Friday,35,1,0,1,31,51,0.34578368,0,user_818,item_825
359.74,50,Automotive,Flash Sale,Social Media,21,Friday,0,1,0,1,25,48,0.40262383,0,user_173,item_906
192.37,10,Footwear,Flash Sale,On-site Banner,17,Wednesday,31,1,0,1,30,41,0.4879626,0,user_696,item_847
464.02,50,Footwear,Generic,Referral,13,Saturday,36,1,0,1,26,56,0.69580406,1,user_1458,item_397
63.99,10,Books,Abandoned Cart Recovery,Social Media,12,Saturday,50,0,0,0,31,50,0.53101426,1,user_39,item_980
40.03,50,Grocery,Category-Specific,Push Notification,8,Thursday,16,0,0,0,20,53,0.5687171,1,user_325,item_848
48.55,50,Apparel,Category-Specific,Social Media,16,Thursday,48,1,0,1,27,51,0.72772133,1,user_1625,item_482
137.45,0,Home,Abandoned Cart Recovery,Push Notification,14,Wednesday,4,0,0,0,35,52,0.40377778,0,user_782,item_699
421.61,10,Footwear,Category-Specific,Email,16,Tuesday,46,0,0,0,24,46,0.34507835,0,user_211,item_713
434.38,30,Sports,Generic,On-site Banner,19,Thursday,55,1,0,1,25,58,0.4232136,0,user_1535,item_317
130.12,0,Apparel,Category-Specific,On-site Banner,19,Sunday,14,0,0,0,19,40,0.17268462,0,user_815,item_135
96.96,30,Sports,Abandoned Cart Recovery,Push Notification,19,Monday,36,0,0,0,27,61,0.43338108,0,user_1380,item_947
484.43,10,Electronics,Category-Specific,Email,13,Friday,21,0,0,0,28,49,0.5234441,1,user_136,item_542
457.02,0,Footwear,Abandoned Cart Recovery,Push Notification,20,Sunday,43,0,0,0,36,63,0.41469967,0,user_1932,item_443
132.2,0,Toys,Abandoned Cart Recovery,Email,20,Thursday,17,0,0,0,22,49,0.34581998,0,user_561,item_124
413.03,0,Grocery,First-Time Buyer,On-site Banner,15,Tuesday,50,0,0,0,29,60,0.22916448,0,user_983,item_924
129.01,20,Automotive,Abandoned Cart Recovery,Social Media,8,Saturday,56,0,0,0,36,49,0.4443904,0,user_522,item_210
147.85,20,Home,Generic,On-site Banner,17,Tuesday,16,0,0,0,26,56,0.19827148,0,user_1094,item_757
350.26,0,Home,Generic,Referral,20,Sunday,34,0,0,0,22,56,0.39758265,0,user_561,item_809
406.81,20,Automotive,Generic,Referral,16,Saturday,5,0,0,0,20,56,0.22615817,0,user_1185,item_925
258.28,0,Footwear,Category-Specific,Social Media,14,Monday,2,1,0,1,21,46,0.42796502,0,user_27,item_309
184.3,20,Toys,Flash Sale,On-site Banner,9,Monday,37,0,1,1,28,45,0.3367061,0,user_830,item_299
166.64,30,Automotive,First-Time Buyer,Push Notification,8,Saturday,8,0,0,0,35,56,0.4518985,0,user_777,item_772
491.54,20,Automotive,Category-Specific,Referral,20,Tuesday,51,0,0,0,27,51,0.20451185,0,user_1473,item_344
466.75,50,Home,Abandoned Cart Recovery,Social Media,21,Monday,31,0,0,0,37,63,0.29137695,0,user_746,item_23
49.64,10,Toys,Abandoned Cart Recovery,Email,18,Wednesday,26,1,0,1,24,48,0.24415684,0,user_1925,item_908
286.65,20,Automotive,Flash Sale,On-site Banner,18,Saturday,43,1,0,1,30,56,0.21509777,0,user_1687,item_235
422.95,20,Automotive,Category-Specific,Push Notification,8,Wednesday,29,0,0,0,34,48,0.49860212,0,user_946,item_286
214.13,30,Toys,Abandoned Cart Recovery,Email,9,Friday,13,0,0,0,23,43,0.36690354,0,user_831,item_585
436.58,30,Beauty,First-Time Buyer,Email,15,Tuesday,44,1,0,1,23,47,0.079171814,0,user_732,item_931
259.81,10,Footwear,First-Time Buyer,Social Media,17,Sunday,12,1,0,1,25,60,0.27303952,0,user_1742,item_338
237.87,30,Beauty,First-Time Buyer,On-site Banner,20,Monday,45,0,0,0,26,49,0.2833349,0,user_1887,item_819
166.34,10,Automotive,Generic,Email,16,Friday,14,1,0,1,28,51,0.263718,0,user_1125,item_846
45.36,10,Grocery,First-Time Buyer,Push Notification,11,Wednesday,1,0,0,0,21,47,0.25870636,0,user_251,item_212
461.08,10,Home,Generic,Push Notification,11,Friday,12,0,0,0,32,45,0.40724006,0,user_165,item_589
189.93,0,Toys,First-Time Buyer,Social Media,10,Tuesday,18,1,0,1,33,45,0.27319178,0,user_37,item_321
333.75,20,Automotive,Generic,Email,18,Sunday,43,0,1,1,25,45,0.31550273,0,user_99,item_737
122.58,30,Footwear,Category-Specific,Email,9,Monday,52,1,0,1,31,60,0.2455678,0,user_1030,item_978
106.63,50,Electronics,Category-Specific,Email,16,Monday,3,1,0,1,28,40,0.78222847,1,user_770,item_935
442.25,10,Home,Generic,Email,8,Thursday,50,0,1,1,27,33,0.13352932,0,user_760,item_58
411.03,20,Books,Abandoned Cart Recovery,Referral,16,Tuesday,11,1,0,1,33,49,0.4164339,0,user_852,item_540
448.48,20,Beauty,Flash Sale,Referral,11,Tuesday,48,1,0,1,30,50,0.2294216,0,user_44,item_889
491.38,10,Toys,Abandoned Cart Recovery,On-site Banner,9,Friday,48,1,0,1,25,48,0.06863181,0,user_297,item_412
84.18,0,Toys,Abandoned Cart Recovery,On-site Banner,15,Wednesday,39,1,0,1,22,69,0.17245246,0,user_870,item_898
161.05,20,Electronics,Category-Specific,On-site Banner,11,Saturday,29,0,0,0,32,51,0.38519064,0,user_365,item_420
68.24,50,Toys,Abandoned Cart Recovery,Social Media,13,Saturday,41,1,0,1,23,55,0.69283503,1,user_283,item_836
113.27,0,Grocery,Abandoned Cart Recovery,Referral,9,Saturday,43,1,0,1,23,49,0.34813616,0,user_1367,item_216
60.61,50,Toys,Category-Specific,On-site Banner,18,Friday,28,1,0,1,34,40,0.6983674,1,user_1843,item_200
257.08,20,Electronics,Category-Specific,Referral,19,Friday,28,1,0,1,29,50,0.13570236,0,user_1638,item_689
248.05,10,Footwear,Flash Sale,Email,16,Sunday,15,1,0,1,25,60,0.2544173,0,user_1936,item_178
364.52,10,Electronics,Category-Specific,Referral,18,Friday,30,1,0,1,29,55,0.17657064,0,user_1042,item_302
163.72,10,Apparel,Category-Specific,Email,15,Thursday,34,0,0,0,30,38,0.53777,1,user_256,item_934
404.11,10,Automotive,Abandoned Cart Recovery,Referral,16,Sunday,30,0,0,0,24,42,0.39395085,0,user_1689,item_536
297.7,30,Electronics,Category-Specific,On-site Banner,20,Monday,54,1,0,1,32,49,0.54136086,1,user_1062,item_497
181.02,20,Home,First-Time Buyer,Referral,20,Tuesday,11,0,0,0,14,58,0.160878,0,user_1583,item_760
443.08,50,Toys,First-Time Buyer,Social Media,13,Tuesday,25,1,0,1,21,50,0.6202144,1,user_1160,item_624
231.69,30,Apparel,Category-Specific,On-site Banner,11,Sunday,30,1,0,1,28,52,0.5206517,1,user_1856,item_503
391.41,30,Sports,First-Time Buyer,Referral,21,Thursday,9,0,0,0,22,48,0.15734228,0,user_43,item_88
458.03,20,Home,Abandoned Cart Recovery,On-site Banner,13,Friday,35,0,0,0,34,40,0.38348433,0,user_63,item_784
96.56,30,Sports,Abandoned Cart Recovery,On-site Banner,8,Friday,7,1,0,1,26,53,0.4145121,0,user_486,item_20
296.03,10,Apparel,Category-Specific,On-site Banner,20,Sunday,0,1,0,1,30,41,0.2633507,0,user_1914,item_912
121.17,0,Apparel,Category-Specific,On-site Banner,13,Thursday,0,1,0,1,30,48,0.28832296,0,user_1043,item_533
126.64,0,Grocery,Flash Sale,On-site Banner,10,Friday,28,0,0,0,28,43,0.28615138,0,user_1516,item_880
151.78,10,Sports,Flash Sale,On-site Banner,9,Wednesday,26,1,0,1,27,50,0.39145464,0,user_1313,item_551
285.06,30,Books,Flash Sale,Email,21,Saturday,46,0,0,0,19,44,0.41703224,0,user_95,item_723
156.98,30,Grocery,Generic,Referral,14,Sunday,41,0,0,0,28,44,0.5031829,1,user_543,item_922
54.88,10,Sports,First-Time Buyer,Email,13,Saturday,55,0,0,0,30,54,0.328796,0,user_875,item_528
62.8,10,Electronics,Category-Specific,Social Media,9,Sunday,51,0,0,0,23,47,0.3355137,0,user_1448,item_207
119.64,10,Electronics,Category-Specific,Social Media,20,Monday,47,1,0,1,29,45,0.494263,0,user_1042,item_677
497.91,20,Home,First-Time Buyer,Referral,14,Tuesday,23,0,0,0,26,62,0.1919881,0,user_291,item_779
457.77,0,Apparel,Category-Specific,Push Notification,17,Wednesday,54,0,0,0,28,34,0.1308087,0,user_770,item_470
368.22,50,Beauty,First-Time Buyer,Email,12,Monday,59,1,0,1,23,48,0.5021497,1,user_724,item_921
331.5,50,Toys,Category-Specific,Social Media,20,Thursday,28,0,0,0,27,55,0.7496896,1,user_761,item_674
304.92,30,Home,First-Time Buyer,Social Media,11,Wednesday,5,1,0,1,29,43,0.4502241,0,user_678,item_619
66.77,10,Beauty,First-Time Buyer,Referral,17,Thursday,54,0,0,0,28,50,0.2272593,0,user_245,item_75
377.47,20,Grocery,First-Time Buyer,Push Notification,19,Tuesday,38,1,0,1,27,56,0.31738326,0,user_1371,item_649
111.37,0,Home,Generic,On-site Banner,18,Saturday,12,1,0,1,17,47,0.30335134,0,user_212,item_569
261.54,10,Home,Generic,Social Media,19,Wednesday,10,1,0,1,22,50,0.30231643,0,user_921,item_316
281.62,10,Books,Generic,Social Media,18,Thursday,6,0,0,0,28,51,0.28356704,0,user_1361,item_344
486.85,0,Automotive,Category-Specific,Referral,10,Thursday,26,1,0,1,23,40,0.22231424,0,user_1226,item_575
97.85,20,Toys,First-Time Buyer,Email,9,Friday,55,0,0,0,22,47,0.36656028,0,user_1489,item_253
344.35,50,Sports,First-Time Buyer,On-site Banner,19,Saturday,55,0,0,0,37,62,0.88064086,1,user_592,item_175
467.15,30,Apparel,Category-Specific,Referral,14,Monday,37,1,0,1,25,46,0.37761042,0,user_312,item_166
389.66,10,Electronics,Category-Specific,Push Notification,20,Sunday,23,0,0,0,35,40,0.47629583,0,user_202,item_137
263.52,0,Automotive,Flash Sale,On-site Banner,20,Tuesday,53,0,1,1,31,56,0.20866926,0,user_573,item_936
276.38,10,Grocery,First-Time Buyer,On-site Banner,11,Wednesday,44,0,0,0,24,55,0.30779096,0,user_1616,item_876
57.51,0,Apparel,Category-Specific,Email,15,Sunday,40,1,0,1,25,61,0.23894931,0,user_1749,item_771
478.74,50,Electronics,Category-Specific,Social Media,18,Saturday,7,1,0,1,20,46,0.8642463,1,user_513,item_587
379.06,20,Beauty,Abandoned Cart Recovery,Social Media,17,Tuesday,11,1,0,1,23,51,0.3859407,0,user_977,item_601
170.22,0,Grocery,Flash Sale,On-site Banner,21,Monday,31,0,0,0,19,60,0.22295102,0,user_562,item_896
155.19,0,Toys,Category-Specific,Push Notification,15,Monday,14,1,0,1,28,45,0.27640194,0,user_1693,item_531
491.91,0,Home,Category-Specific,Email,14,Thursday,29,0,0,0,26,36,0.3799511,0,user_149,item_558
223.62,0,Home,Abandoned Cart Recovery,Push Notification,17,Wednesday,45,0,0,0,19,51,0.4338343,0,user_451,item_965
267.72,30,Toys,Generic,Referral,16,Friday,42,0,0,0,29,55,0.13870025,0,user_482,item_604
117.46,70,Automotive,First-Time Buyer,On-site Banner,17,Monday,23,0,0,0,34,53,0.84083164,1,user_484,item_623
465.59,20,Footwear,First-Time Buyer,Referral,15,Tuesday,34,0,0,0,24,43,0.47411963,0,user_186,item_405
58.71,0,Automotive,Flash Sale,Push Notification,8,Sunday,4,0,1,1,26,51,0.22631243,0,user_1854,item_651
333.65,20,Beauty,Flash Sale,Email,12,Saturday,41,1,0,1,33,65,0.39900884,0,user_162,item_599
214.14,20,Footwear,Flash Sale,Social Media,17,Saturday,48,0,1,1,28,46,0.43179289,0,user_748,item_539
432.31,30,Electronics,Category-Specific,Push Notification,21,Tuesday,4,0,0,0,31,48,0.4362102,0,user_945,item_176
301.95,50,Home,Flash Sale,Social Media,12,Friday,42,0,0,0,26,46,0.5125787,1,user_1918,item_518
264.67,50,Home,Flash Sale,On-site Banner,17,Saturday,15,0,0,0,23,45,0.7206176,1,user_1793,item_968
316.3,50,Footwear,Flash Sale,Social Media,11,Thursday,26,1,0,1,18,35,0.75108135,1,user_1175,item_523
312.19,70,Footwear,Category-Specific,Social Media,9,Friday,6,0,0,0,28,48,0.7009905,1,user_947,item_549
186.02,30,Beauty,Flash Sale,Social Media,14,Monday,10,0,0,0,31,51,0.422097,0,user_1046,item_601
457.58,70,Grocery,Flash Sale,On-site Banner,21,Thursday,33,1,0,1,17,48,0.61678267,1,user_1290,item_795
119.98,30,Electronics,Category-Specific,Email,16,Tuesday,10,1,0,1,26,42,0.54546595,1,user_1155,item_389
218.41,10,Toys,Category-Specific,On-site Banner,18,Friday,21,0,0,0,31,60,0.47922108,0,user_1787,item_382
81.37,20,Books,First-Time Buyer,Referral,17,Monday,0,0,0,0,23,41,0.27345648,0,user_1482,item_776
281.66,0,Home,Category-Specific,Social Media,20,Saturday,5,1,0,1,17,51,0.26005968,0,user_313,item_673
180.37,30,Automotive,First-Time Buyer,Push Notification,14,Sunday,29,0,0,0,28,46,0.42474025,0,user_406,item_751
454.95,10,Sports,First-Time Buyer,Referral,20,Tuesday,31,0,0,0,28,49,0.39710936,0,user_387,item_877
30.74,0,Automotive,Category-Specific,Referral,8,Thursday,20,1,0,1,36,46,0.2003092,0,user_1202,item_257
268.6,50,Footwear,Abandoned Cart Recovery,Referral,12,Thursday,48,0,1,1,28,53,0.63621014,1,user_1232,item_661
499.19,10,Electronics,Category-Specific,Email,17,Tuesday,25,1,0,1,31,62,0.5046266,1,user_1820,item_175
291.4,0,Toys,Category-Specific,Referral,15,Saturday,0,0,0,0,27,49,0.35719988,0,user_816,item_652
127.0,30,Automotive,Category-Specific,Push Notification,20,Tuesday,21,0,0,0,19,56,0.26750803,0,user_1651,item_283
475.38,30,Apparel,Category-Specific,Referral,12,Thursday,30,1,0,1,18,44,0.32325047,0,user_1671,item_734
112.16,20,Home,Abandoned Cart Recovery,On-site Banner,9,Saturday,29,0,0,0,35,42,0.26385912,0,user_133,item_843
338.07,30,Books,Generic,Email,21,Tuesday,11,1,0,1,28,61,0.19735253,0,user_599,item_771
248.02,10,Apparel,Category-Specific,Email,18,Wednesday,11,0,0,0,26,58,0.42990407,0,user_14,item_705
411.68,10,Footwear,Category-Specific,Social Media,20,Wednesday,47,0,0,0,31,58,0.27573052,0,user_1030,item_740
119.26,50,Home,First-Time Buyer,Social Media,20,Thursday,54,0,0,0,30,61,0.68878525,1,user_699,item_662
130.87,10,Apparel,Category-Specific,Social Media,18,Thursday,20,0,0,0,25,60,0.59096336,1,user_1547,item_382
385.05,0,Home,First-Time Buyer,On-site Banner,8,Tuesday,31,1,0,1,28,55,0.1375447,0,user_1794,item_340
257.91,20,Toys,Abandoned Cart Recovery,Email,8,Monday,24,1,0,1,29,58,0.2368191,0,user_1923,item_859
437.61,50,Home,Generic,Push Notification,11,Saturday,0,1,0,1,29,53,0.8242044,1,user_955,item_360
383.91,10,Electronics,Category-Specific,On-site Banner,8,Saturday,28,0,0,0,28,59,0.29762414,0,user_1800,item_12
27.16,20,Automotive,First-Time Buyer,Email,19,Sunday,9,0,0,0,32,45,0.37504864,0,user_856,item_271
303.36,20,Sports,First-Time Buyer,Referral,11,Saturday,28,0,1,1,22,44,0.18079427,0,user_378,item_723
49.4,10,Electronics,Category-Specific,Referral,12,Sunday,21,0,1,1,21,45,0.19005643,0,user_1550,item_485
78.35,50,Books,Category-Specific,Referral,20,Friday,0,1,0,1,30,41,0.5003403,1,user_1687,item_211
208.96,10,Electronics,Category-Specific,Referral,19,Thursday,25,0,1,1,29,56,0.23042896,0,user_1556,item_998
398.4,10,Books,Category-Specific,Social Media,10,Monday,14,0,0,0,21,54,0.35096747,0,user_20,item_659
360.3,30,Beauty,First-Time Buyer,Social Media,10,Monday,2,0,0,0,23,47,0.32714704,0,user_1323,item_433
370.04,0,Apparel,Category-Specific,On-site Banner,21,Sunday,58,1,0,1,24,58,0.033659168,0,user_1689,item_861
339.67,30,Footwear,Abandoned Cart Recovery,Social Media,14,Monday,31,0,1,1,31,51,0.3283531,0,user_39,item_812
80.86,0,Books,Abandoned Cart Recovery,Email,20,Tuesday,4,0,0,0,31,60,0.1889309,0,user_612,item_178
411.67,10,Electronics,Category-Specific,Social Media,13,Wednesday,54,0,1,1,32,56,0.28103194,0,user_314,item_375
162.98,50,Grocery,Abandoned Cart Recovery,Email,20,Saturday,43,0,1,1,23,49,0.78327835,1,user_1429,item_254
254.32,50,Home,Flash Sale,Email,16,Sunday,0,0,0,0,23,42,0.3610145,0,user_1707,item_554
354.96,50,Books,Abandoned Cart Recovery,Referral,8,Wednesday,46,1,0,1,23,38,0.549115,1,user_232,item_934
340.88,20,Books,Category-Specific,On-site Banner,12,Thursday,13,1,0,1,19,47,0.3121858,0,user_168,item_165
331.07,20,Sports,Flash Sale,Social Media,10,Tuesday,27,1,0,1,16,61,0.57216674,1,user_501,item_865
127.23,0,Apparel,Category-Specific,Email,8,Sunday,25,0,1,1,33,47,0.3108601,0,user_1594,item_31
215.1,30,Grocery,Generic,On-site Banner,14,Wednesday,17,0,0,0,24,53,0.4064337,0,user_414,item_416
121.13,30,Beauty,Flash Sale,Referral,18,Friday,37,0,0,0,21,46,0.22367308,0,user_1810,item_48
374.54,10,Footwear,Category-Specific,Referral,18,Saturday,43,0,0,0,15,48,0.22030014,0,user_781,item_854
263.44,0,Grocery,First-Time Buyer,Social Media,19,Wednesday,2,0,0,0,26,46,0.43917662,0,user_213,item_785
361.0,50,Grocery,First-Time Buyer,Push Notification,20,Friday,14,0,0,0,27,50,0.77016026,1,user_139,item_707
492.64,20,Footwear,Abandoned Cart Recovery,Referral,12,Saturday,42,1,0,1,29,48,0.3389027,0,user_145,item_697
463.09,0,Footwear,Flash Sale,Email,11,Saturday,21,0,0,0,24,48,0.42365763,0,user_1647,item_412
404.94,30,Footwear,Abandoned Cart Recovery,Push Notification,11,Tuesday,17,0,0,0,28,47,0.40761408,0,user_1920,item_622
246.28,0,Sports,Flash Sale,Referral,15,Monday,10,0,1,1,32,41,0.2605889,0,user_1382,item_282
30.07,0,Automotive,Flash Sale,Referral,8,Wednesday,54,1,0,1,27,55,0.19479267,0,user_1040,item_214
37.68,10,Sports,Category-Specific,On-site Banner,11,Tuesday,47,1,0,1,31,48,0.20512806,0,user_1469,item_426
56.87,10,Electronics,Category-Specific,Push Notification,16,Monday,59,0,0,0,29,64,0.15447511,0,user_154,item_592
37.55,10,Electronics,Category-Specific,Push Notification,12,Wednesday,10,1,0,1,25,54,0.15519395,0,user_1147,item_504
445.18,30,Toys,Generic,Social Media,19,Thursday,12,1,0,1,28,43,0.5139023,1,user_947,item_866
